Layer Thread Init Time,Layer Thread Elapsed Time,Total Layer Eval Time,Weight Thread Init Time,Weight Thread Elapsed Time,Total Weight Eval Time
0.0002633000000002994,0.028567699999999974,0.07619630000000033,0.00033890000000003084,0.0008224999999999483,0.003132899999999772
0.00021199999999987895,0.027920799999999968,,0.0002605999999998332,0.0013130000000001196,
0.00023499999999998522,0.0471436999999999,,0.0002756000000001535,0.0013830999999999705,
0.0004167000000001586,0.02843069999999992,,0.00024969999999990833,0.0017179999999998863,
0.00030139999999967415,0.04843320000000029,,0.00038089999999968427,0.001718700000000073,
0.0003675999999996904,0.04663680000000037,,0.0008407999999997529,0.0014858000000002036,
0.0003951999999998179,0.04937500000000039,,0.0006614000000002562,0.0017894999999996664,
0.0003258999999999901,0.046649999999999636,,0.0011252999999999957,0.0014520999999998452,
0.05305649999999984,0.01911060000000031,,0.0004903000000000546,0.002333999999999836,
0.06754850000000001,0.006180000000000074,,0.0014939999999996623,0.0014324000000001114,
0.05177310000000013,0.021132300000000104,,,,
